Software_Package,DOI,Alias
Astroblend,10.1016/j.ascom.2016.02.002,2
Astroblend,10.1016/j.ascom.2017.03.004,1
Astroblend,10.1088/1538-3873/129/975/058010,2
Astroblend,10.1088/1538-3873/129/975/058012,1
Astroblend,10.3847/0004-637X/818/2/115,2
Astropy,10.1002/asna.201512288,6
Astropy,10.1007/s10509-015-2453-x,6
Astropy,10.1007/s10509-016-2838-5,2
Astropy,10.1007/s11207-017-1193-1,2
Astropy,10.1007/s11207-018-1287-4,1
Astropy,10.1016/j.actaastro.2016.06.039,1
Astropy,10.1016/j.ascom.2013.04.002,2
Astropy,10.1016/j.ascom.2014.06.001,7
Astropy,10.1016/j.ascom.2014.10.005,8
Astropy,10.1016/j.ascom.2014.12.007,3
Astropy,10.1016/j.ascom.2015.01.007,1
Astropy,10.1016/j.ascom.2015.01.008,2
Astropy,10.1016/j.ascom.2015.01.009,7
Astropy,10.1016/j.ascom.2015.03.002,2
Astropy,10.1016/j.ascom.2015.03.007,2
Astropy,10.1016/j.ascom.2015.04.004,2
Astropy,10.1016/j.ascom.2015.05.001,4
Astropy,10.1016/j.ascom.2015.06.004,6
Astropy,10.1016/j.ascom.2015.08.002,1
Astropy,10.1016/j.ascom.2015.08.003,2
Astropy,10.1016/j.ascom.2015.10.001,2
Astropy,10.1016/j.ascom.2016.01.005,2
Astropy,10.1016/j.ascom.2016.02.003,6
Astropy,10.1016/j.ascom.2016.04.001,1
Astropy,10.1016/j.ascom.2016.11.002,2
Astropy,10.1016/j.ascom.2017.03.003,1
Astropy,10.1016/j.ascom.2017.06.004,6
Astropy,10.1016/j.ascom.2017.07.003,1
Astropy,10.1016/j.ascom.2017.08.002,1
Astropy,10.1016/j.astropartphys.2016.03.006,2
Astropy,10.1016/j.cageo.2015.09.015,6
Astropy,10.1016/j.cpc.2016.05.009,1
Astropy,10.1016/j.icarus.2016.11.029,6
Astropy,10.1016/j.icarus.2017.09.033,1
Astropy,10.1016/j.pss.2017.04.004,2
Astropy,10.1016/j.pss.2017.09.007,1
Astropy,10.1016/j.softx.2016.12.006,5
Astropy,10.1017/S1743921316012266,1
Astropy,10.1017/S1743921317001399,6
Astropy,10.1017/S1743921317003234,2
Astropy,10.1017/S174392131700477X,6
Astropy,10.1017/S1743921317006548,1
Astropy,10.1017/pasa.2016.45,1
Astropy,10.1017/pasa.2016.58,1
Astropy,10.1017/pasa.2017.34,6
Astropy,10.1017/pasa.2017.65,6
Astropy,10.1017/pasa.2018.3,6
Astropy,10.1038/nature14166,1
Astropy,10.1038/s41550-017-0228-8,4
Astropy,10.1038/s41550-018-0433-0,1
Astropy,10.1051/0004-6361/201322068,4
Astropy,10.1051/0004-6361/201424946,6
Astropy,10.1051/0004-6361/201424979,7
Astropy,10.1051/0004-6361/201425486,6
Astropy,10.1051/0004-6361/201526100,7
Astropy,10.1051/0004-6361/201527494,6
Astropy,10.1051/0004-6361/201527724,1
Astropy,10.1051/0004-6361/201628682,1
Astropy,10.1051/0004-6361/201629069,1
Astropy,10.1051/0004-6361/201629299,1
Astropy,10.1051/0004-6361/201629507,6
Astropy,10.1051/0004-6361/201629853,6
Astropy,10.1051/0004-6361/201630032,6
Astropy,10.1051/0004-6361/201730425,1
Astropy,10.1051/0004-6361/201730866,1
Astropy,10.1051/0004-6361/201730928,6
Astropy,10.1051/0004-6361/201730973,1
Astropy,10.1051/0004-6361/201731059,1
Astropy,10.1051/0004-6361/201731195,1
Astropy,10.1051/0004-6361/201731766,6
Astropy,10.1051/0004-6361/201731829,1
Astropy,10.1051/0004-6361/201731873,6
Astropy,10.1051/0004-6361/201731875,2
Astropy,10.1051/0004-6361/201732098,7
Astropy,10.1063/1.4968976,2
Astropy,10.1063/1.4969002,2
Astropy,10.1080/01431161.2017.1280639,6
Astropy,10.1086/678130,6
Astropy,10.1086/680852,1
Astropy,10.1086/684082,1
Astropy,10.1088/0004-637X/784/2/137,6
Astropy,10.1088/0004-637X/798/1/24,7
Astropy,10.1088/0004-637X/806/2/260,6
Astropy,10.1088/0004-637X/814/2/108,1
Astropy,10.1088/0004-637X/815/1/4,6
Astropy,10.1088/0004-637X/815/1/77,6
Astropy,10.1088/0067-0049/219/1/14,7
Astropy,10.1088/0143-0807/37/6/065601,2
Astropy,10.1088/1361-6382/aa68a9,1
Astropy,10.1088/1475-7516/2016/08/020,2
Astropy,10.1088/1475-7516/2017/04/049,2
Astropy,10.1088/1475-7516/2017/10/024,2
Astropy,10.1088/1475-7516/2018/03/049,1
Astropy,10.1088/1538-3873/128/969/114503,2
Astropy,10.1088/1538-3873/129/971/015001,6
Astropy,10.1088/1538-3873/129/972/024007,6
Astropy,10.1088/1538-3873/129/975/058003,6
Astropy,10.1088/1538-3873/aa5543,6
Astropy,10.1088/1538-3873/aa5785,6
Astropy,10.1088/1538-3873/aa5e49,2
Astropy,10.1088/1538-3873/aa9603,2
Astropy,10.1088/1538-3873/aa971f,1
Astropy,10.1088/1674-4527/16/11/168,6
Astropy,10.1088/1742-6596/728/3/032008,2
Astropy,10.1088/1742-6596/910/1/012051,1
Astropy,10.1088/1749-4699/8/1/014009,8
Astropy,10.1088/2041-8205/776/2/L34,4
Astropy,10.1088/2041-8205/780/1/L13,6
Astropy,10.1088/2041-8205/782/2/L17,6
Astropy,10.1088/2041-8205/783/1/L23,7
Astropy,10.1088/2041-8205/787/1/L5,6
Astropy,10.1088/2041-8205/788/2/L34,6
Astropy,10.1093/mnras/stu055,7
Astropy,10.1093/mnras/stv079,2
Astropy,10.1093/mnras/stv1374,2
Astropy,10.1093/mnras/stv1831,1
Astropy,10.1093/mnras/stv1860,2
Astropy,10.1093/mnras/stv2230,2
Astropy,10.1093/mnras/stv2828,2
Astropy,10.1093/mnras/stw094,6
Astropy,10.1093/mnras/stw1000,1
Astropy,10.1093/mnras/stw1017,2
Astropy,10.1093/mnras/stw1979,1
Astropy,10.1093/mnras/stw2159,1
Astropy,10.1093/mnras/stw2337,6
Astropy,10.1093/mnras/stw2439,2
Astropy,10.1093/mnras/stw2450,2
Astropy,10.1093/mnras/stw258,2
Astropy,10.1093/mnras/stw3020,2
Astropy,10.1093/mnras/stw359,2
Astropy,10.1093/mnras/stw840,5
Astropy,10.1093/mnras/stx1205,2
Astropy,10.1093/mnras/stx133,1
Astropy,10.1093/mnras/stx1676,1
Astropy,10.1093/mnras/stx1744,2
Astropy,10.1093/mnras/stx1892,1
Astropy,10.1093/mnras/stx1975,1
Astropy,10.1093/mnras/stx2077,2
Astropy,10.1093/mnras/stx2088,1
Astropy,10.1093/mnras/stx2174,2
Astropy,10.1093/mnras/stx2244,1
Astropy,10.1093/mnras/stx2266,3
Astropy,10.1093/mnras/stx2284,2
Astropy,10.1093/mnras/stx2293,1
Astropy,10.1093/mnras/stx2418,1
Astropy,10.1093/mnras/stx2501,2
Astropy,10.1093/mnras/stx2670,2
Astropy,10.1093/mnras/stx2802,1
Astropy,10.1093/mnras/stx2824,1
Astropy,10.1093/mnras/stx3009,1
Astropy,10.1093/mnras/stx3156,1
Astropy,10.1093/mnras/stx342,2
Astropy,10.1093/mnras/stx394,2
Astropy,10.1093/mnras/stx536,2
Astropy,10.1093/mnras/stx605,2
Astropy,10.1093/mnras/stx678,2
Astropy,10.1093/mnras/stx722,2
Astropy,10.1093/mnras/stx728,2
Astropy,10.1093/mnras/stx833,1
Astropy,10.1093/mnras/sty026,2
Astropy,10.1093/mnrasl/slv057,6
Astropy,10.1093/mnrasl/slv112,2
Astropy,10.1103/PhysRevD.97.083004,1
Astropy,10.1117/1.JATIS.3.4.048001,7
Astropy,10.1117/1.JATIS.3.4.048002,1
Astropy,10.1117/1.JATIS.4.1.011005,2
Astropy,10.1117/1.JATIS.4.1.018002,2
Astropy,10.1117/1.JATIS.4.1.018006,6
Astropy,10.1117/1.JATIS.4.1.019003,1
Astropy,10.1117/1.JATIS.4.2.028001,7
Astropy,10.1117/12.2056689,2
Astropy,10.1117/12.2057288,2
Astropy,10.1117/12.2075357,2
Astropy,10.1117/12.2179547,2
Astropy,10.1117/12.2187262,2
Astropy,10.1117/12.2230963,1
Astropy,10.1117/12.2231191,1
Astropy,10.1117/12.2231240,3
Astropy,10.1117/12.2231313,3
Astropy,10.1117/12.2231393,2
Astropy,10.1117/12.2231531,1
Astropy,10.1117/12.2231724,2
Astropy,10.1117/12.2231768,2
Astropy,10.1117/12.2231798,1
Astropy,10.1117/12.2231881,1
Astropy,10.1117/12.2231905,1
Astropy,10.1117/12.2232025,1
Astropy,10.1117/12.2232157,2
Astropy,10.1117/12.2232438,2
Astropy,10.1117/12.2232440,1
Astropy,10.1117/12.2232467,1
Astropy,10.1117/12.2232483,2
Astropy,10.1117/12.2232581,1
Astropy,10.1117/12.2232653,5
Astropy,10.1117/12.2232705,1
Astropy,10.1117/12.2232726,2
Astropy,10.1117/12.2233076,1
Astropy,10.1117/12.2233081,1
Astropy,10.1117/12.2233179,2
Astropy,10.1117/12.2233619,1
Astropy,10.1117/12.2234095,2
Astropy,10.1117/12.2234461,1
Astropy,10.1117/12.2235631,2
Astropy,10.1117/12.2240094,2
Astropy,10.1117/12.2254988,1
Astropy,10.1117/12.2273011,2
Astropy,10.1117/12.2273772,2
Astropy,10.1117/12.2274098,6
Astropy,10.1117/12.2274163,2
Astropy,10.1117/12.2274430,3
Astropy,10.1117/12.2274531,2
Astropy,10.1126/science.1261094,1
Astropy,10.1134/S1063772917120083,2
Astropy,10.1142/S2251171714500068,6
Astropy,10.1142/S2251171716500082,7
Astropy,10.1364/OE.24.015506,2
Astropy,10.3847/0004-637X/822/1/47,4
Astropy,10.3847/0004-637X/822/2/97,2
Astropy,10.3847/0004-637X/823/1/50,6
Astropy,10.3847/0004-637X/823/1/57,7
Astropy,10.3847/0004-637X/824/1/52,1
Astropy,10.3847/0004-637X/824/2/104,1
Astropy,10.3847/0004-637X/824/2/83,7
Astropy,10.3847/0004-637X/825/1/82,6
Astropy,10.3847/0004-637X/825/2/142,2
Astropy,10.3847/0004-637X/826/2/191,1
Astropy,10.3847/0004-637X/827/1/12,7
Astropy,10.3847/0004-637X/827/1/59,6
Astropy,10.3847/0004-637X/828/1/21,6
Astropy,10.3847/0004-637X/828/1/40,6
Astropy,10.3847/0004-637X/830/1/36,7
Astropy,10.3847/0004-637X/832/1/43,6
Astropy,10.3847/0004-637X/832/1/67,2
Astropy,10.3847/0004-637X/832/2/110,2
Astropy,10.3847/0004-637X/832/2/175,6
Astropy,10.3847/0004-637X/833/1/15,6
Astropy,10.3847/0067-0049/226/1/10,1
Astropy,10.3847/0067-0049/226/2/19,7
Astropy,10.3847/1538-3881/152/6/228,8
Astropy,10.3847/1538-3881/153/1/13,6
Astropy,10.3847/1538-3881/153/2/58,4
Astropy,10.3847/1538-3881/153/3/116,6
Astropy,10.3847/1538-3881/153/3/95,1
Astropy,10.3847/1538-3881/aa5b8d,3
Astropy,10.3847/1538-3881/aa6d80,6
Astropy,10.3847/1538-3881/aa73d7,6
Astropy,10.3847/1538-3881/aa859f,10
Astropy,10.3847/1538-3881/aa911c,6
Astropy,10.3847/1538-3881/aa943b,6
Astropy,10.3847/1538-3881/aa989f,6
Astropy,10.3847/1538-3881/aa9bf4,1
Astropy,10.3847/1538-3881/aaa458,6
Astropy,10.3847/1538-3881/aaa47e,10
Astropy,10.3847/1538-4357/833/2/231,6
Astropy,10.3847/1538-4357/833/2/281,2
Astropy,10.3847/1538-4357/834/2/112,6
Astropy,10.3847/1538-4357/834/2/122,6
Astropy,10.3847/1538-4357/835/1/64,6
Astropy,10.3847/1538-4357/840/2/87,6
Astropy,10.3847/1538-4357/849/1/1,6
Astropy,10.3847/1538-4357/aa6197,1
Astropy,10.3847/1538-4357/aa62a4,3
Astropy,10.3847/1538-4357/aa6b02,2
Astropy,10.3847/1538-4357/aa6ba7,2
Astropy,10.3847/1538-4357/aa7265,6
Astropy,10.3847/1538-4357/aa7575,6
Astropy,10.3847/1538-4357/aa775e,1
Astropy,10.3847/1538-4357/aa83b6,1
Astropy,10.3847/1538-4357/aa8557,6
Astropy,10.3847/1538-4357/aa8666,6
Astropy,10.3847/1538-4357/aa8728,1
Astropy,10.3847/1538-4357/aa88aa,4
Astropy,10.3847/1538-4357/aa9d40,7
Astropy,10.3847/1538-4357/aa9eda,7
Astropy,10.3847/1538-4357/aaa196,1
Astropy,10.3847/1538-4357/aaa3eb,6
Astropy,10.3847/1538-4357/aaa542,6
Astropy,10.3847/1538-4357/aaa8db,6
Astropy,10.3847/1538-4357/aaa96d,3
Astropy,10.3847/1538-4357/aaabbb,1
Astropy,10.3847/1538-4357/aaac80,6
Astropy,10.3847/1538-4365/aa7204,6
Astropy,10.3847/1538-4365/aa7333,2
Astropy,10.3847/1538-4365/aa7750,1
Astropy,10.3847/1538-4365/aa99db,6
Astropy,10.3847/1538-4365/aaa297,6
Astropy,10.3847/1538-4365/aaab51,4
Astropy,10.3847/2041-8205/828/2/L15,6
Astropy,10.3847/2041-8205/829/1/L7,6
Astropy,10.3847/2041-8213/834/2/L7,7
Astropy,10.3847/2041-8213/aa56c5,1
Astropy,10.3847/2041-8213/aa7a0c,7
Astropy,10.3847/2041-8213/aa90b6,6
Astropy,10.3847/2041-8213/aa9110,6
Astropy,10.3847/2041-8213/aa9111,6
Astropy,10.3847/2041-8213/aaa83b,8
Astropy,10.3847/2515-5172/aaa4b7,2
Astropy,10.5281/zenodo.34637,1
Astropy,10.5281/zenodo.48888,6
Astropy,10.5281/zenodo.49493,2
Astropy,10.5281/zenodo.49764,1
Astropy,10.5281/zenodo.50996,3
Astropy,10.5281/zenodo.546881,6
Astropy,10.5281/zenodo.836741,6
Astropy,10.7916/D82N52BD,6
RADMC-3D,10.1007/s00159-009-0028-y,1
RADMC-3D,10.1007/s00159-012-0052-1,1
RADMC-3D,10.1007/s00159-015-0089-z,1
RADMC-3D,10.1007/s11214-016-0256-1,3
RADMC-3D,10.1016/j.newast.2015.07.002,3
RADMC-3D,10.1017/S1743921304001504,1
RADMC-3D,10.1017/S1743921311024938,1
RADMC-3D,10.1017/S174392131102518X,6
RADMC-3D,10.1017/S1743921313008089,1
RADMC-3D,10.1017/S1743921313008090,4
RADMC-3D,10.1017/S1743921313008387,1
RADMC-3D,10.1017/pasa.2016.45,3
RADMC-3D,10.1017/pasa.2016.56,1
RADMC-3D,10.1038/nature13521,3
RADMC-3D,10.1038/nature13850,3
RADMC-3D,10.1038/nature20600,8
RADMC-3D,10.1039/C3FD00141E,1
RADMC-3D,10.1051/0004-6361/200810846,1
RADMC-3D,10.1051/0004-6361/200811470,1
RADMC-3D,10.1051/0004-6361/200811555,1
RADMC-3D,10.1051/0004-6361/200911641,2
RADMC-3D,10.1051/0004-6361/200912325,1
RADMC-3D,10.1051/0004-6361/200912355,1
RADMC-3D,10.1051/0004-6361/200913150,1
RADMC-3D,10.1051/0004-6361/200913604,1
RADMC-3D,10.1051/0004-6361/200913840,1
RADMC-3D,10.1051/0004-6361/201014427,1
RADMC-3D,10.1051/0004-6361/201116528,1
RADMC-3D,10.1051/0004-6361/201116544,3
RADMC-3D,10.1051/0004-6361/201116699,1
RADMC-3D,10.1051/0004-6361/201116928,1
RADMC-3D,10.1051/0004-6361/201117109,1
RADMC-3D,10.1051/0004-6361/201117112,1
RADMC-3D,10.1051/0004-6361/201117249,1
RADMC-3D,10.1051/0004-6361/201117659,1
RADMC-3D,10.1051/0004-6361/201117808,1
RADMC-3D,10.1051/0004-6361/201118528,1
RADMC-3D,10.1051/0004-6361/201118706,3
RADMC-3D,10.1051/0004-6361/201219028,3
RADMC-3D,10.1051/0004-6361/201219206,1
RADMC-3D,10.1051/0004-6361/201219262,1
RADMC-3D,10.1051/0004-6361/201219315,2
RADMC-3D,10.1051/0004-6361/201219803,1
RADMC-3D,10.1051/0004-6361/201220063,3
RADMC-3D,10.1051/0004-6361/201220067,3
RADMC-3D,10.1051/0004-6361/201220170,2
RADMC-3D,10.1051/0004-6361/201220218,1
RADMC-3D,10.1051/0004-6361/201220475,3
RADMC-3D,10.1051/0004-6361/201220806,1
RADMC-3D,10.1051/0004-6361/201321204,3
RADMC-3D,10.1051/0004-6361/201321404,1
RADMC-3D,10.1051/0004-6361/201321444,3
RADMC-3D,10.1051/0004-6361/201321600,1
RADMC-3D,10.1051/0004-6361/201321867,1
RADMC-3D,10.1051/0004-6361/201321887,3
RADMC-3D,10.1051/0004-6361/201321967,1
RADMC-3D,10.1051/0004-6361/201322451,3
RADMC-3D,10.1051/0004-6361/201322463,3
RADMC-3D,10.1051/0004-6361/201322945,3
RADMC-3D,10.1051/0004-6361/201322961,1
RADMC-3D,10.1051/0004-6361/201323273,3
RADMC-3D,10.1051/0004-6361/201424020,3
RADMC-3D,10.1051/0004-6361/201424146,1
RADMC-3D,10.1051/0004-6361/201424499,3
RADMC-3D,10.1051/0004-6361/201424550,2
RADMC-3D,10.1051/0004-6361/201424669,1
RADMC-3D,10.1051/0004-6361/201424892,3
RADMC-3D,10.1051/0004-6361/201424954,1
RADMC-3D,10.1051/0004-6361/201425268,1
RADMC-3D,10.1051/0004-6361/201425347,1
RADMC-3D,10.1051/0004-6361/201525641,3
RADMC-3D,10.1051/0004-6361/201525702,3
RADMC-3D,10.1051/0004-6361/201525793,2
RADMC-3D,10.1051/0004-6361/201525966,3
RADMC-3D,10.1051/0004-6361/201525970,1
RADMC-3D,10.1051/0004-6361/201526194,3
RADMC-3D,10.1051/0004-6361/201526538,1
RADMC-3D,10.1051/0004-6361/201527062,3
RADMC-3D,10.1051/0004-6361/201527149,3
RADMC-3D,10.1051/0004-6361/201527203,1
RADMC-3D,10.1051/0004-6361/201527311,3
RADMC-3D,10.1051/0004-6361/201527622,3
RADMC-3D,10.1051/0004-6361/201527676,3
RADMC-3D,10.1051/0004-6361/201628075,3
RADMC-3D,10.1051/0004-6361/201628122,3
RADMC-3D,10.1051/0004-6361/201628431,3
RADMC-3D,10.1051/0004-6361/201628637,3
RADMC-3D,10.1051/0004-6361/201628792,3
RADMC-3D,10.1051/0004-6361/201628795,3
RADMC-3D,10.1051/0004-6361/201629269,1
RADMC-3D,10.1051/0004-6361/201629379,3
RADMC-3D,10.1051/0004-6361/201629442,1
RADMC-3D,10.1051/0004-6361/201629739,1
RADMC-3D,10.1051/0004-6361/201629786,3
RADMC-3D,10.1051/0004-6361/201629933,3
RADMC-3D,10.1051/0004-6361/201629944,6
RADMC-3D,10.1051/0004-6361/201630187,3
RADMC-3D,10.1051/0004-6361/201630234,3
RADMC-3D,10.1051/0004-6361/201630287,3
RADMC-3D,10.1051/0004-6361/201730516,3
RADMC-3D,10.1051/0004-6361/201731223,1
RADMC-3D,10.1051/0004-6361/201731627,2
RADMC-3D,10.1051/0004-6361/201731668,3
RADMC-3D,10.1051/0004-6361/201731727,3
RADMC-3D,10.1051/0004-6361/201732008,2
RADMC-3D,10.1051/0004-6361:20031768,2
RADMC-3D,10.1051/0004-6361:20040017,3
RADMC-3D,10.1051/0004-6361:20040284,1
RADMC-3D,10.1051/0004-6361:20040469,1
RADMC-3D,10.1051/0004-6361:20041763,1
RADMC-3D,10.1051/0004-6361:20042059,1
RADMC-3D,10.1051/0004-6361:20042080,1
RADMC-3D,10.1051/0004-6361:20053275,1
RADMC-3D,10.1051/0004-6361:20054371,1
RADMC-3D,10.1051/0004-6361:20064830,1
RADMC-3D,10.1051/0004-6361:20065473,1
RADMC-3D,10.1051/0004-6361:20065778,1
RADMC-3D,10.1051/0004-6361:20066610,1
RADMC-3D,10.1051/0004-6361:20066829,1
RADMC-3D,10.1051/0004-6361:20077317,1
RADMC-3D,10.1051/0004-6361:20077543,1
RADMC-3D,10.1051/0004-6361:20077581,1
RADMC-3D,10.1051/0004-6361:20077967,1
RADMC-3D,10.1051/0004-6361:20078249,1
RADMC-3D,10.1051/0004-6361:20078589,1
RADMC-3D,10.1051/0004-6361:200809745,1
RADMC-3D,10.1051/0004-6361:200811001,1
RADMC-3D,10.1051/eas/1152058,5
RADMC-3D,10.1051/eas/1362004,6
RADMC-3D,10.1051/eas/1571048,3
RADMC-3D,10.1051/eas/1575072,3
RADMC-3D,10.1051/eas:2006010,1
RADMC-3D,10.1086/422818,1
RADMC-3D,10.1086/427688,1
RADMC-3D,10.1086/508051,1
RADMC-3D,10.1086/510570,1
RADMC-3D,10.1086/510571,1
RADMC-3D,10.1086/514817,1
RADMC-3D,10.1086/520808,1
RADMC-3D,10.1086/533431,1
RADMC-3D,10.1086/533464,1
RADMC-3D,10.1086/588730,1
RADMC-3D,10.1086/591085,1
RADMC-3D,10.1086/658676,1
RADMC-3D,10.1086/683178,3
RADMC-3D,10.1088/0004-6256/139/2/626,1
RADMC-3D,10.1088/0004-6256/140/3/887,1
RADMC-3D,10.1088/0004-637X/693/2/1209,1
RADMC-3D,10.1088/0004-637X/693/2/1290,1
RADMC-3D,10.1088/0004-637X/695/2/1024,1
RADMC-3D,10.1088/0004-637X/698/2/L169,1
RADMC-3D,10.1088/0004-637X/700/2/1502,1
RADMC-3D,10.1088/0004-637X/704/1/496,1
RADMC-3D,10.1088/0004-637X/704/2/1471,1
RADMC-3D,10.1088/0004-637X/704/2/1482,1
RADMC-3D,10.1088/0004-637X/707/1/103,1
RADMC-3D,10.1088/0004-637X/710/1/462,1
RADMC-3D,10.1088/0004-637X/710/1/470,1
RADMC-3D,10.1088/0004-637X/718/2/1200,1
RADMC-3D,10.1088/0004-637X/719/1/831,4
RADMC-3D,10.1088/0004-637X/720/2/1668,1
RADMC-3D,10.1088/0004-637X/721/2/995,1
RADMC-3D,10.1088/0004-637X/723/2/1241,1
RADMC-3D,10.1088/0004-637X/725/1/134,5
RADMC-3D,10.1088/0004-637X/729/2/84,1
RADMC-3D,10.1088/0004-637X/732/1/42,1
RADMC-3D,10.1088/0004-637X/732/2/107,1
RADMC-3D,10.1088/0004-637X/738/2/131,1
RADMC-3D,10.1088/0004-637X/742/1/39,2
RADMC-3D,10.1088/0004-637X/744/2/118,1
RADMC-3D,10.1088/0004-637X/744/2/162,1
RADMC-3D,10.1088/0004-637X/747/1/52,1
